split_id,iteration,is_lookahead,parent_v1x,parent_v1y,parent_v2x,parent_v2y,parent_v3x,parent_v3y,split_src_x,split_src_y,split_tgt_x,split_tgt_y,child1_v1x,child1_v1y,child1_v2x,child1_v2y,child1_v3x,child1_v3y,child2_v1x,child2_v1y,child2_v2x,child2_v2y,child2_v3x,child2_v3y
444,493,1,-96.7631,42.087,-97.0141,41.7429,-97.0136,41.7429,-96.7631,42.087,-97.0137,41.7429,-96.7631,42.087,-97.0141,41.7429,-97.0137,41.7429,-96.7631,42.087,-97.0137,41.7429,-97.0136,41.7429
445,494,1,-96.7631,42.087,-97.0136,41.7429,-97.0131,41.7429,-96.7631,42.087,-97.0132,41.7429,-96.7631,42.087,-97.0136,41.7429,-97.0132,41.7429,-96.7631,42.087,-97.0132,41.7429,-97.0131,41.7429
446,495,1,-96.7631,42.087,-97.0131,41.7429,-97.006,41.7429,-96.7631,42.087,-97.0061,41.7429,-96.7631,42.087,-97.0131,41.7429,-97.0061,41.7429,-96.7631,42.087,-97.0061,41.7429,-97.006,41.7429
447,496,1,-96.7631,42.087,-97.006,41.7429,-97.0055,41.7429,-96.7631,42.087,-97.006,41.7429,-96.7631,42.087,-97.006,41.7429,-97.006,41.7429,-96.7631,42.087,-97.006,41.7429,-97.0055,41.7429
448,497,1,-96.7631,42.087,-97.0055,41.7429,-97.0053,41.7429,-96.7631,42.087,-97.0054,41.7429,-96.7631,42.087,-97.0055,41.7429,-97.0054,41.7429,-96.7631,42.087,-97.0054,41.7429,-97.0053,41.7429
449,498,1,-96.7631,42.087,-97.0053,41.7429,-97.004,41.7429,-96.7631,42.087,-97.0043,41.7429,-96.7631,42.087,-97.0053,41.7429,-97.0043,41.7429,-96.7631,42.087,-97.0043,41.7429,-97.004,41.7429
450,499,1,-96.7631,42.087,-97.004,41.7429,-97.0028,41.7429,-96.7631,42.087,-97.0036,41.7429,-96.7631,42.087,-97.004,41.7429,-97.0036,41.7429,-96.7631,42.087,-97.0036,41.7429,-97.0028,41.7429
451,500,1,-96.7631,42.087,-97.0028,41.7429,-97.0023,41.7429,-96.7631,42.087,-97.0027,41.7429,-96.7631,42.087,-97.0028,41.7429,-97.0027,41.7429,-96.7631,42.087,-97.0027,41.7429,-97.0023,41.7429
452,501,1,-96.7631,42.087,-97.0023,41.7429,-97.002,41.7429,-96.7631,42.087,-97.0022,41.7429,-96.7631,42.087,-97.0023,41.7429,-97.0022,41.7429,-96.7631,42.087,-97.0022,41.7429,-97.002,41.7429
453,502,1,-96.7631,42.087,-97.002,41.7429,-97.001,41.7429,-96.7631,42.087,-97.0017,41.7429,-96.7631,42.087,-97.002,41.7429,-97.0017,41.7429,-96.7631,42.087,-97.0017,41.7429,-97.001,41.7429
454,503,1,-96.7631,42.087,-97.001,41.7429,-97.0005,41.7429,-96.7631,42.087,-97.0008,41.7429,-96.7631,42.087,-97.001,41.7429,-97.0008,41.7429,-96.7631,42.087,-97.0008,41.7429,-97.0005,41.7429
455,504,1,-96.7631,42.087,-97.0005,41.7429,-96.9994,41.7429,-96.7631,42.087,-97.0003,41.7429,-96.7631,42.087,-97.0005,41.7429,-97.0003,41.7429,-96.7631,42.087,-97.0003,41.7429,-96.9994,41.7429
456,505,1,-96.7631,42.087,-96.9994,41.7429,-96.9978,41.7429,-96.7631,42.087,-96.9983,41.7429,-96.7631,42.087,-96.9994,41.7429,-96.9983,41.7429,-96.7631,42.087,-96.9983,41.7429,-96.9978,41.7429
457,506,1,-96.7631,42.087,-96.9978,41.7429,-96.9962,41.7429,-96.7631,42.087,-96.9976,41.7429,-96.7631,42.087,-96.9978,41.7429,-96.9976,41.7429,-96.7631,42.087,-96.9976,41.7429,-96.9962,41.7429
458,507,1,-96.7631,42.087,-96.9962,41.7429,-96.995,41.7429,-96.7631,42.087,-96.9955,41.7429,-96.7631,42.087,-96.9962,41.7429,-96.9955,41.7429,-96.7631,42.087,-96.9955,41.7429,-96.995,41.7429
459,508,1,-96.995,41.7429,-96.9485,41.7431,-96.9484,41.7433,-96.9484,41.7433,-96.9848,41.7429,-96.9484,41.7433,-96.995,41.7429,-96.9848,41.7429,-96.9484,41.7433,-96.9848,41.7429,-96.9485,41.7431
460,509,1,-96.995,41.7429,-96.9484,41.7433,-96.9482,41.7437,-96.9482,41.7437,-96.9885,41.743,-96.9482,41.7437,-96.995,41.7429,-96.9885,41.743,-96.9482,41.7437,-96.9885,41.743,-96.9484,41.7433
461,510,1,-96.995,41.7429,-96.9482,41.7437,-96.9477,41.7446,-96.995,41.7429,-96.948,41.7439,-96.995,41.7429,-96.9482,41.7437,-96.948,41.7439,-96.995,41.7429,-96.948,41.7439,-96.9477,41.7446
462,511,1,-96.995,41.7429,-96.9477,41.7446,-96.7631,42.087,-96.995,41.7429,-96.9457,41.7482,-96.995,41.7429,-96.9477,41.7446,-96.9457,41.7482,-96.995,41.7429,-96.9457,41.7482,-96.7631,42.087
463,512,1,-96.933,41.7427,-96.7631,42.087,-96.9465,41.7468,-96.933,41.7427,-96.9442,41.7511,-96.933,41.7427,-96.7631,42.087,-96.9442,41.7511,-96.933,41.7427,-96.9442,41.7511,-96.9465,41.7468
464,513,1,-96.933,41.7427,-96.9465,41.7468,-96.948,41.7441,-96.933,41.7427,-96.947,41.7459,-96.933,41.7427,-96.9465,41.7468,-96.947,41.7459,-96.933,41.7427,-96.947,41.7459,-96.948,41.7441
465,517,1,-96.933,41.7427,-96.9137,41.743,-96.9136,41.7432,-96.933,41.7427,-96.9136,41.7431,-96.933,41.7427,-96.9137,41.743,-96.9136,41.7431,-96.933,41.7427,-96.9136,41.7431,-96.9136,41.7432
466,518,1,-96.933,41.7427,-96.9136,41.7432,-96.9132,41.7441,-96.9132,41.7441,-96.9298,41.7428,-96.9132,41.7441,-96.933,41.7427,-96.9298,41.7428,-96.9132,41.7441,-96.9298,41.7428,-96.9136,41.7432
467,519,1,-96.933,41.7427,-96.9132,41.7441,-96.7631,42.087,-96.933,41.7427,-96.9105,41.7502,-96.933,41.7427,-96.9132,41.7441,-96.9105,41.7502,-96.933,41.7427,-96.9105,41.7502,-96.7631,42.087
468,520,1,-96.8674,41.7427,-96.7631,42.087,-96.9134,41.7436,-96.8674,41.7427,-96.9119,41.7472,-96.8674,41.7427,-96.7631,42.087,-96.9119,41.7472,-96.8674,41.7427,-96.9119,41.7472,-96.9134,41.7436
469,521,1,-96.8674,41.7427,-96.9134,41.7436,-96.9137,41.7429,-96.8674,41.7427,-96.9137,41.743,-96.8674,41.7427,-96.9134,41.7436,-96.9137,41.743,-96.8674,41.7427,-96.9137,41.743,-96.9137,41.7429
470,523,1,-96.8675,41.7426,-96.8467,41.743,-96.8466,41.7435,-96.8675,41.7426,-96.8466,41.7432,-96.8675,41.7426,-96.8467,41.743,-96.8466,41.7432,-96.8675,41.7426,-96.8466,41.7432,-96.8466,41.7435
471,524,1,-96.8675,41.7426,-96.8466,41.7435,-96.8463,41.7448,-96.8675,41.7426,-96.8465,41.7438,-96.8675,41.7426,-96.8466,41.7435,-96.8465,41.7438,-96.8675,41.7426,-96.8465,41.7438,-96.8463,41.7448
472,525,1,-96.8675,41.7426,-96.8463,41.7448,-96.7631,42.087,-96.8675,41.7426,-96.8462,41.7451,-96.8675,41.7426,-96.8463,41.7448,-96.8462,41.7451,-96.8675,41.7426,-96.8462,41.7451,-96.7631,42.087
473,526,1,-96.8196,41.7424,-96.7631,42.087,-96.8453,41.7488,-96.8196,41.7424,-96.8436,41.7556,-96.8196,41.7424,-96.7631,42.087,-96.8436,41.7556,-96.8196,41.7424,-96.8436,41.7556,-96.8453,41.7488
474,527,1,-96.8196,41.7424,-96.8453,41.7488,-96.8466,41.7433,-96.8453,41.7488,-96.8254,41.7426,-96.8453,41.7488,-96.8466,41.7433,-96.8254,41.7426,-96.8453,41.7488,-96.8254,41.7426,-96.8196,41.7424
475,529,1,-96.8196,41.7424,-96.8467,41.7431,-96.8467,41.7429,-96.8467,41.7431,-96.8297,41.7426,-96.8467,41.7431,-96.8467,41.7429,-96.8297,41.7426,-96.8467,41.7431,-96.8297,41.7426,-96.8196,41.7424
476,533,1,-96.8196,41.7424,-96.8041,41.7426,-96.7906,41.7431,-96.7906,41.7431,-96.8119,41.7425,-96.7906,41.7431,-96.8196,41.7424,-96.8119,41.7425,-96.7906,41.7431,-96.8119,41.7425,-96.8041,41.7426
477,539,1,-96.8196,41.7426,-96.7906,41.7432,-96.7905,41.7443,-96.8196,41.7426,-96.7906,41.7433,-96.8196,41.7426,-96.7906,41.7432,-96.7906,41.7433,-96.8196,41.7426,-96.7906,41.7433,-96.7905,41.7443
478,540,1,-96.8196,41.7426,-96.7905,41.7443,-96.7905,41.7451,-96.8196,41.7426,-96.7905,41.7445,-96.8196,41.7426,-96.7905,41.7443,-96.7905,41.7445,-96.8196,41.7426,-96.7905,41.7445,-96.7905,41.7451
479,541,1,-96.8196,41.7426,-96.7905,41.7451,-96.7631,42.087,-96.8196,41.7426,-96.7897,41.7548,-96.8196,41.7426,-96.7905,41.7451,-96.7897,41.7548,-96.8196,41.7426,-96.7897,41.7548,-96.7631,42.087
480,544,1,-96.7907,41.7424,-96.7783,41.743,-96.7782,41.745,-96.7782,41.745,-96.7876,41.7425,-96.7782,41.745,-96.7907,41.7424,-96.7876,41.7425,-96.7782,41.745,-96.7876,41.7425,-96.7783,41.743
481,545,1,-96.7907,41.7424,-96.7782,41.745,-96.7631,42.087,-96.7907,41.7424,-96.7781,41.7478,-96.7907,41.7424,-96.7782,41.745,-96.7781,41.7478,-96.7907,41.7424,-96.7781,41.7478,-96.7631,42.087
482,546,1,-96.7634,41.7423,-96.7631,42.087,-96.7783,41.7449,-96.7634,41.7423,-96.7765,41.784,-96.7634,41.7423,-96.7631,42.087,-96.7765,41.784,-96.7634,41.7423,-96.7765,41.784,-96.7783,41.7449
483,547,1,-96.7634,41.7423,-96.7783,41.7449,-96.7783,41.743,-96.7634,41.7423,-96.7783,41.7438,-96.7634,41.7423,-96.7783,41.7449,-96.7783,41.7438,-96.7634,41.7423,-96.7783,41.7438,-96.7783,41.743
484,550,1,-96.9809,42.0906,-96.9598,41.8345,-96.9533,42.0904,-96.9809,42.0906,-96.9533,42.0903,-96.9809,42.0906,-96.9598,41.8345,-96.9533,42.0903,-96.9809,42.0906,-96.9533,42.0903,-96.9533,42.0904
485,551,1,-96.9809,42.0906,-96.9533,42.0904,-96.9533,42.0907,-96.9809,42.0906,-96.9533,42.0905,-96.9809,42.0906,-96.9533,42.0904,-96.9533,42.0905,-96.9809,42.0906,-96.9533,42.0905,-96.9533,42.0907
486,552,1,-96.9809,42.0906,-97.0194,42.0906,-97.0193,42.0904,-96.9809,42.0906,-97.0193,42.0905,-96.9809,42.0906,-97.0194,42.0906,-97.0193,42.0905,-96.9809,42.0906,-97.0193,42.0905,-97.0193,42.0904
487,553,1,-96.9809,42.0906,-97.0193,42.0904,-96.9598,41.8345,-96.9598,41.8345,-96.9881,42.0906,-96.9598,41.8345,-96.9809,42.0906,-96.9881,42.0906,-96.9598,41.8345,-96.9881,42.0906,-97.0193,42.0904
488,554,1,-97.0199,42.0744,-97.0185,42.0377,-97.0192,42.0786,-97.0199,42.0744,-97.0188,42.0572,-97.0199,42.0744,-97.0185,42.0377,-97.0188,42.0572,-97.0199,42.0744,-97.0188,42.0572,-97.0192,42.0786
489,555,1,-97.0199,42.0744,-97.0192,42.0786,-97.0194,42.0906,-97.0192,42.0786,-97.0195,42.0868,-97.0192,42.0786,-97.0194,42.0906,-97.0195,42.0868,-97.0192,42.0786,-97.0195,42.0868,-97.0199,42.0744
490,556,1,-97.0209,42.046,-97.0185,42.0377,-97.0192,42.0575,-97.0209,42.046,-97.0188,42.0474,-97.0209,42.046,-97.0185,42.0377,-97.0188,42.0474,-97.0209,42.046,-97.0188,42.0474,-97.0192,42.0575
491,557,1,-97.0209,42.046,-97.0192,42.0575,-97.0199,42.0744,-97.0209,42.046,-97.0195,42.0634,-97.0209,42.046,-97.0192,42.0575,-97.0195,42.0634,-97.0209,42.046,-97.0195,42.0634,-97.0199,42.0744
492,558,1,-97.0215,42.0267,-96.9598,41.8345,-97.015,42.0259,-97.0215,42.0267,-97.011,42.012,-97.0215,42.0267,-96.9598,41.8345,-97.011,42.012,-97.0215,42.0267,-97.011,42.012,-97.015,42.0259
493,559,1,-97.0215,42.0267,-97.015,42.0259,-97.0172,42.0335,-97.0215,42.0267,-97.0164,42.0305,-97.0215,42.0267,-97.015,42.0259,-97.0164,42.0305,-97.0215,42.0267,-97.0164,42.0305,-97.0172,42.0335
494,560,1,-97.0215,42.0267,-97.0172,42.0335,-97.0189,42.0394,-97.0215,42.0267,-97.0176,42.0346,-97.0215,42.0267,-97.0172,42.0335,-97.0176,42.0346,-97.0215,42.0267,-97.0176,42.0346,-97.0189,42.0394
495,561,1,-97.0215,42.0267,-97.0189,42.0394,-97.0209,42.046,-97.0215,42.0267,-97.0194,42.0408,-97.0215,42.0267,-97.0189,42.0394,-97.0194,42.0408,-97.0215,42.0267,-97.0194,42.0408,-97.0209,42.046
496,562,1,-97.022,42.0113,-96.9598,41.8345,-97.0153,42.0073,-97.022,42.0113,-97.0115,41.9954,-97.022,42.0113,-96.9598,41.8345,-97.0115,41.9954,-97.022,42.0113,-97.0115,41.9954,-97.0153,42.0073
497,563,1,-97.022,42.0113,-97.0153,42.0073,-97.0182,42.0164,-97.022,42.0113,-97.0156,42.0085,-97.022,42.0113,-97.0153,42.0073,-97.0156,42.0085,-97.022,42.0113,-97.0156,42.0085,-97.0182,42.0164
498,564,1,-97.022,42.0113,-97.0182,42.0164,-97.0192,42.0196,-97.0192,42.0196,-97.0196,42.0146,-97.0192,42.0196,-97.022,42.0113,-97.0196,42.0146,-97.0192,42.0196,-97.0196,42.0146,-97.0182,42.0164
499,565,1,-97.022,42.0113,-97.0192,42.0196,-97.0215,42.0267,-97.022,42.0113,-97.0194,42.0202,-97.022,42.0113,-97.0192,42.0196,-97.0194,42.0202,-97.022,42.0113,-97.0194,42.0202,-97.0215,42.0267
500,566,1,-97.0175,41.9984,-97.0238,41.9585,-97.0223,41.9556,-97.0175,41.9984,-97.0227,41.9564,-97.0175,41.9984,-97.0238,41.9585,-97.0227,41.9564,-97.0175,41.9984,-97.0227,41.9564,-97.0223,41.9556
501,567,1,-97.0175,41.9984,-97.0223,41.9556,-97.0207,41.9525,-97.0175,41.9984,-97.0219,41.9548,-97.0175,41.9984,-97.0223,41.9556,-97.0219,41.9548,-97.0175,41.9984,-97.0219,41.9548,-97.0207,41.9525
502,568,1,-97.0175,41.9984,-97.0207,41.9525,-97.0202,41.9514,-97.0175,41.9984,-97.0203,41.9516,-97.0175,41.9984,-97.0207,41.9525,-97.0203,41.9516,-97.0175,41.9984,-97.0203,41.9516,-97.0202,41.9514
503,569,1,-97.0175,41.9984,-97.0202,41.9514,-96.9598,41.8345,-97.0175,41.9984,-97.0199,41.9509,-97.0175,41.9984,-97.0202,41.9514,-97.0199,41.9509,-97.0175,41.9984,-97.0199,41.9509,-96.9598,41.8345
504,570,1,-97.0175,41.9984,-97.022,42.0113,-97.0223,42.0026,-97.0175,41.9984,-97.0223,42.0038,-97.0175,41.9984,-97.022,42.0113,-97.0223,42.0038,-97.0175,41.9984,-97.0223,42.0038,-97.0223,42.0026
505,571,1,-97.0175,41.9984,-97.0223,42.0026,-97.0228,41.9888,-97.0175,41.9984,-97.0226,41.994,-97.0175,41.9984,-97.0223,42.0026,-97.0226,41.994,-97.0175,41.9984,-97.0226,41.994,-97.0228,41.9888
506,572,1,-97.0175,41.9984,-97.0228,41.9888,-97.0229,41.987,-97.0175,41.9984,-97.0228,41.9877,-97.0175,41.9984,-97.0228,41.9888,-97.0228,41.9877,-97.0175,41.9984,-97.0228,41.9877,-97.0229,41.987
507,573,1,-97.0175,41.9984,-97.0229,41.987,-97.0238,41.9585,-97.0175,41.9984,-97.0233,41.9736,-97.0175,41.9984,-97.0229,41.987,-97.0233,41.9736,-97.0175,41.9984,-97.0233,41.9736,-97.0238,41.9585
508,574,1,-96.9598,41.8345,-97.0168,41.9449,-97.0209,41.928,-96.9598,41.8345,-97.02,41.9318,-96.9598,41.8345,-97.0168,41.9449,-97.02,41.9318,-96.9598,41.8345,-97.02,41.9318,-97.0209,41.928
509,575,1,-96.9598,41.8345,-97.0209,41.928,-97.024,41.915,-96.9598,41.8345,-97.0226,41.9209,-96.9598,41.8345,-97.0209,41.928,-97.0226,41.9209,-96.9598,41.8345,-97.0226,41.9209,-97.024,41.915
510,576,1,-96.9598,41.8345,-97.024,41.915,-97.0245,41.9129,-96.9598,41.8345,-97.0245,41.9132,-96.9598,41.8345,-97.024,41.915,-97.0245,41.9132,-96.9598,41.8345,-97.0245,41.9132,-97.0245,41.9129
511,577,1,-96.9598,41.8345,-97.0245,41.9129,-97.0255,41.909,-96.9598,41.8345,-97.0253,41.9097,-96.9598,41.8345,-97.0245,41.9129,-97.0253,41.9097,-96.9598,41.8345,-97.0253,41.9097,-97.0255,41.909
512,578,1,-97.0238,41.9585,-97.0255,41.909,-97.0192,41.9348,-97.0238,41.9585,-97.0194,41.9341,-97.0238,41.9585,-97.0255,41.909,-97.0194,41.9341,-97.0238,41.9585,-97.0194,41.9341,-97.0192,41.9348
513,579,1,-97.0238,41.9585,-97.0192,41.9348,-97.018,41.9399,-97.0238,41.9585,-97.0188,41.9368,-97.0238,41.9585,-97.0192,41.9348,-97.0188,41.9368,-97.0238,41.9585,-97.0188,41.9368,-97.018,41.9399
514,580,1,-97.0238,41.9585,-97.018,41.9399,-97.0177,41.9414,-97.0238,41.9585,-97.0179,41.9403,-97.0238,41.9585,-97.018,41.9399,-97.0179,41.9403,-97.0238,41.9585,-97.0179,41.9403,-97.0177,41.9414
515,581,1,-97.0238,41.9585,-97.0177,41.9414,-97.0168,41.9449,-97.0238,41.9585,-97.0171,41.9438,-97.0238,41.9585,-97.0177,41.9414,-97.0171,41.9438,-97.0238,41.9585,-97.0171,41.9438,-97.0168,41.9449
516,582,1,-97.0255,41.909,-97.0268,41.8701,-97.0181,41.8655,-97.0255,41.909,-97.0184,41.8656,-97.0255,41.909,-97.0268,41.8701,-97.0184,41.8656,-97.0255,41.909,-97.0184,41.8656,-97.0181,41.8655
517,583,1,-97.0255,41.909,-97.0181,41.8655,-97.0174,41.8651,-97.0255,41.909,-97.0176,41.8652,-97.0255,41.909,-97.0181,41.8655,-97.0176,41.8652,-97.0255,41.909,-97.0176,41.8652,-97.0174,41.8651
518,584,1,-97.0255,41.909,-97.0174,41.8651,-97.0098,41.8611,-97.0255,41.909,-97.0114,41.862,-97.0255,41.909,-97.0174,41.8651,-97.0114,41.862,-97.0255,41.909,-97.0114,41.862,-97.0098,41.8611
519,585,1,-97.0255,41.909,-97.0098,41.8611,-96.9598,41.8345,-97.0255,41.909,-97.0046,41.8583,-97.0255,41.909,-97.0098,41.8611,-97.0046,41.8583,-97.0255,41.909,-97.0046,41.8583,-96.9598,41.8345
520,586,1,-97.0268,41.8701,-97.0274,41.8524,-97.0193,41.8502,-97.0274,41.8524,-97.0195,41.8509,-97.0274,41.8524,-97.0193,41.8502,-97.0195,41.8509,-97.0274,41.8524,-97.0195,41.8509,-97.0268,41.8701
521,587,1,-97.0268,41.8701,-97.0193,41.8502,-97.0186,41.8501,-97.0193,41.8502,-97.021,41.8558,-97.0193,41.8502,-97.0186,41.8501,-97.021,41.8558,-97.0193,41.8502,-97.021,41.8558,-97.0268,41.8701
522,588,1,-97.0268,41.8701,-97.0186,41.8501,-97.0129,41.8486,-97.0268,41.8701,-97.0157,41.8493,-97.0268,41.8701,-97.0186,41.8501,-97.0157,41.8493,-97.0268,41.8701,-97.0157,41.8493,-97.0129,41.8486
523,589,1,-97.0268,41.8701,-97.0129,41.8486,-96.9598,41.8345,-97.0268,41.8701,-96.9922,41.8431,-97.0268,41.8701,-97.0129,41.8486,-96.9922,41.8431,-97.0268,41.8701,-96.9922,41.8431,-96.9598,41.8345
524,590,1,-97.0167,41.7849,-97.0311,41.743,-97.0259,41.7497,-97.0167,41.7849,-97.0273,41.7479,-97.0167,41.7849,-97.0311,41.743,-97.0273,41.7479,-97.0167,41.7849,-97.0273,41.7479,-97.0259,41.7497
525,591,1,-97.0167,41.7849,-97.0259,41.7497,-97.0229,41.7534,-97.0167,41.7849,-97.0242,41.7519,-97.0167,41.7849,-97.0259,41.7497,-97.0242,41.7519,-97.0167,41.7849,-97.0242,41.7519,-97.0229,41.7534
526,592,1,-97.0167,41.7849,-97.0229,41.7534,-97.0205,41.7566,-97.0167,41.7849,-97.0227,41.7538,-97.0167,41.7849,-97.0229,41.7534,-97.0227,41.7538,-97.0167,41.7849,-97.0227,41.7538,-97.0205,41.7566
527,593,1,-97.0167,41.7849,-97.0205,41.7566,-97.0136,41.7655,-97.0167,41.7849,-97.0203,41.7569,-97.0167,41.7849,-97.0205,41.7566,-97.0203,41.7569,-97.0167,41.7849,-97.0203,41.7569,-97.0136,41.7655
528,594,1,-97.0167,41.7849,-97.0274,41.8524,-97.0278,41.8394,-97.0167,41.7849,-97.0276,41.8463,-97.0167,41.7849,-97.0274,41.8524,-97.0276,41.8463,-97.0167,41.7849,-97.0276,41.8463,-97.0278,41.8394
529,595,1,-97.0167,41.7849,-97.0278,41.8394,-97.0287,41.8148,-97.0167,41.7849,-97.0285,41.8211,-97.0167,41.7849,-97.0278,41.8394,-97.0285,41.8211,-97.0167,41.7849,-97.0285,41.8211,-97.0287,41.8148
530,596,1,-97.0167,41.7849,-97.0287,41.8148,-97.0291,41.8019,-97.0167,41.7849,-97.0291,41.8032,-97.0167,41.7849,-97.0287,41.8148,-97.0291,41.8032,-97.0167,41.7849,-97.0291,41.8032,-97.0291,41.8019
531,597,1,-97.0167,41.7849,-97.0291,41.8019,-97.0311,41.743,-97.0167,41.7849,-97.0305,41.7613,-97.0167,41.7849,-97.0291,41.8019,-97.0305,41.7613,-97.0167,41.7849,-97.0305,41.7613,-97.0311,41.743
532,598,1,-97.0274,41.8524,-97.0238,41.83,-97.0178,41.8304,-97.0274,41.8524,-97.0182,41.8304,-97.0274,41.8524,-97.0238,41.83,-97.0182,41.8304,-97.0274,41.8524,-97.0182,41.8304,-97.0178,41.8304
533,599,1,-97.0274,41.8524,-97.0178,41.8304,-97.0151,41.8306,-97.0274,41.8524,-97.0165,41.8305,-97.0274,41.8524,-97.0178,41.8304,-97.0165,41.8305,-97.0274,41.8524,-97.0165,41.8305,-97.0151,41.8306
534,600,1,-97.0274,41.8524,-97.0151,41.8306,-97.0106,41.8309,-97.0274,41.8524,-97.014,41.8307,-97.0274,41.8524,-97.0151,41.8306,-97.014,41.8307,-97.0274,41.8524,-97.014,41.8307,-97.0106,41.8309
535,601,1,-97.0274,41.8524,-97.0106,41.8309,-96.9598,41.8345,-97.0274,41.8524,-97.0089,41.831,-97.0274,41.8524,-97.0106,41.8309,-97.0089,41.831,-97.0274,41.8524,-97.0089,41.831,-96.9598,41.8345
536,602,1,-97.0136,41.7655,-96.9598,41.8345,-97.0198,41.8303,-97.0136,41.7655,-97.0196,41.8303,-97.0136,41.7655,-96.9598,41.8345,-97.0196,41.8303,-97.0136,41.7655,-97.0196,41.8303,-97.0198,41.8303
537,603,1,-97.0136,41.7655,-97.0198,41.8303,-97.0208,41.8302,-97.0136,41.7655,-97.0201,41.8303,-97.0136,41.7655,-97.0198,41.8303,-97.0201,41.8303,-97.0136,41.7655,-97.0201,41.8303,-97.0208,41.8302
538,604,1,-97.0136,41.7655,-97.0208,41.8302,-97.0213,41.8302,-97.0136,41.7655,-97.0211,41.8302,-97.0136,41.7655,-97.0208,41.8302,-97.0211,41.8302,-97.0136,41.7655,-97.0211,41.8302,-97.0213,41.8302
539,605,1,-97.0136,41.7655,-97.0213,41.8302,-97.0238,41.83,-97.0136,41.7655,-97.0218,41.8301,-97.0136,41.7655,-97.0213,41.8302,-97.0218,41.8301,-97.0136,41.7655,-97.0218,41.8301,-97.0238,41.83
540,606,1,-96.9042,42.1471,-96.8641,41.9574,-96.8633,42.0161,-96.9042,42.1471,-96.8633,42.014,-96.9042,42.1471,-96.8641,41.9574,-96.8633,42.014,-96.9042,42.1471,-96.8633,42.014,-96.8633,42.0161
541,607,1,-96.9042,42.1471,-96.8633,42.0161,-96.863,42.0386,-96.9042,42.1471,-96.8631,42.0331,-96.9042,42.1471,-96.8633,42.0161,-96.8631,42.0331,-96.9042,42.1471,-96.8631,42.0331,-96.863,42.0386
542,608,1,-96.9042,42.1471,-96.863,42.0386,-96.8629,42.0429,-96.9042,42.1471,-96.863,42.0405,-96.9042,42.1471,-96.863,42.0386,-96.863,42.0405,-96.9042,42.1471,-96.863,42.0405,-96.8629,42.0429
543,609,1,-96.9042,42.1471,-96.8629,42.0429,-96.8626,42.0664,-96.9042,42.1471,-96.8628,42.0524,-96.9042,42.1471,-96.8629,42.0429,-96.8628,42.0524,-96.9042,42.1471,-96.8628,42.0524,-96.8626,42.0664
544,610,1,-96.9042,42.1471,-96.8626,42.0664,-96.8625,42.0727,-96.9042,42.1471,-96.8626,42.0698,-96.9042,42.1471,-96.8626,42.0664,-96.8626,42.0698,-96.9042,42.1471,-96.8626,42.0698,-96.8625,42.0727
545,611,1,-96.9042,42.1471,-96.8625,42.0727,-96.8625,42.0738,-96.9042,42.1471,-96.8625,42.0737,-96.9042,42.1471,-96.8625,42.0727,-96.8625,42.0737,-96.9042,42.1471,-96.8625,42.0737,-96.8625,42.0738
546,612,1,-96.9042,42.1471,-96.8625,42.0738,-96.8623,42.0889,-96.9042,42.1471,-96.8623,42.0879,-96.9042,42.1471,-96.8625,42.0738,-96.8623,42.0879,-96.9042,42.1471,-96.8623,42.0879,-96.8623,42.0889
547,613,1,-96.9042,42.1471,-96.8623,42.0889,-96.858,42.4068,-96.9042,42.1471,-96.8623,42.0897,-96.9042,42.1471,-96.8623,42.0889,-96.8623,42.0897,-96.9042,42.1471,-96.8623,42.0897,-96.858,42.4068
548,614,1,-96.8995,42.125,-96.9598,41.8345,-96.9265,41.8772,-96.8995,42.125,-96.9596,41.8348,-96.8995,42.125,-96.9598,41.8345,-96.9596,41.8348,-96.8995,42.125,-96.9596,41.8348,-96.9265,41.8772
549,615,1,-96.8995,42.125,-96.9265,41.8772,-96.8992,41.9123,-96.8995,42.125,-96.9106,41.8976,-96.8995,42.125,-96.9265,41.8772,-96.9106,41.8976,-96.8995,42.125,-96.9106,41.8976,-96.8992,41.9123
550,616,1,-96.8995,42.125,-96.8992,41.9123,-96.8752,41.9431,-96.8995,42.125,-96.8963,41.9159,-96.8995,42.125,-96.8992,41.9123,-96.8963,41.9159,-96.8995,42.125,-96.8963,41.9159,-96.8752,41.9431
551,617,1,-96.8995,42.125,-96.8752,41.9431,-96.8641,41.9574,-96.8995,42.125,-96.8664,41.9543,-96.8995,42.125,-96.8752,41.9431,-96.8664,41.9543,-96.8995,42.125,-96.8664,41.9543,-96.8641,41.9574
552,618,1,-96.9598,41.8345,-96.8995,42.125,-96.9005,42.1298,-96.9598,41.8345,-96.8997,42.1259,-96.9598,41.8345,-96.8995,42.125,-96.8997,42.1259,-96.9598,41.8345,-96.8997,42.1259,-96.9005,42.1298
553,619,1,-96.9598,41.8345,-96.9005,42.1298,-96.9015,42.1343,-96.9598,41.8345,-96.9006,42.1299,-96.9598,41.8345,-96.9005,42.1298,-96.9006,42.1299,-96.9598,41.8345,-96.9006,42.1299,-96.9015,42.1343
554,620,1,-96.9598,41.8345,-96.9015,42.1343,-96.9026,42.1397,-96.9598,41.8345,-96.9026,42.1396,-96.9598,41.8345,-96.9015,42.1343,-96.9026,42.1396,-96.9598,41.8345,-96.9026,42.1396,-96.9026,42.1397
