leaf_id,region_code,region,v1x,v1y,v2x,v2y,v3x,v3y,area,qv1x,qv1y,qv2x,qv2y,qv3x,qv3y
501,2,OUTSIDE,-96.8029,42.0932,-96.8046,42.0935,-96.8059,42.0904,2.79694e-06,992580203,1004383725,992560254,1004390007,992543928,1004315324
502,1,INSIDE,-96.8641,41.9574,-96.8522,41.9847,-96.8279,42.0904,0.000293023,991850171,1001141688,991991359,1001793192,992282066,1004316254
503,1,INSIDE,-96.8522,41.9847,-96.8469,41.9969,-96.826,42.0904,0.00012,991991359,1001793192,992054690,1002085424,992304341,1004316230
504,1,INSIDE,-96.8469,41.9969,-96.8445,42.0025,-96.8251,42.0904,5.23859e-05,992054690,1002085424,992083659,1002219101,992315030,1004316302
505,1,INSIDE,-96.8445,42.0025,-96.8407,42.0112,-96.8237,42.0904,7.50355e-05,992083659,1002219101,992128627,1002426603,992332270,1004316326
506,1,INSIDE,-96.8407,42.0112,-96.8404,42.0121,-96.8235,42.0904,7.52277e-06,992128627,1002426603,992133175,1002447589,992334059,1004316326
507,1,INSIDE,-96.8404,42.0121,-96.8402,42.0125,-96.8234,42.0904,3.63228e-06,992133175,1002447589,992135380,1002457765,992334930,1004316326
508,1,INSIDE,-96.8402,42.0125,-96.8376,42.0185,-96.8224,42.0904,4.77344e-05,992135380,1002457765,992166247,1002600196,992347338,1004316302
509,1,INSIDE,-96.8281,42.0404,-96.8277,42.0413,-96.8181,42.0904,5.47222e-06,992279502,1003122803,992284352,1003145185,992398961,1004316373
510,1,INSIDE,-96.8277,42.0413,-96.8229,42.0523,-96.8158,42.0904,5.14848e-05,992284352,1003145185,992341242,1003407696,992426413,1004315968
511,1,INSIDE,-96.8229,42.0523,-96.8195,42.0601,-96.814,42.0904,2.97691e-05,992341242,1003407696,992381611,1003593978,992447101,1004316016
512,1,INSIDE,-96.8195,42.0601,-96.8117,42.0783,-96.8097,42.0904,2.93254e-05,992381611,1003593978,992475660,1004027956,992499499,1004315491
513,1,INSIDE,-96.8117,42.0783,-96.8106,42.0807,-96.809,42.0904,3.11095e-06,992475660,1004027956,992487988,1004084842,992506872,1004315658
514,1,INSIDE,-96.8106,42.0807,-96.8099,42.0823,-96.8086,42.0904,1.76425e-06,992487988,1004084842,992496336,1004123366,992511919,1004315586
515,1,INSIDE,-96.8099,42.0823,-96.808,42.0867,-96.8075,42.0904,2.21611e-06,992496336,1004123366,992518727,1004226688,992525734,1004315371
516,2,OUTSIDE,-96.7629,42.3725,-96.8064,42.0904,-96.763,42.1905,0.00394269,993057688,1011047914,992537951,1004315395,993055862,1006705252
517,1,INSIDE,-96.8641,41.9574,-96.8628,41.9628,-96.861,42.0904,7.97822e-05,991850171,1001141688,991865952,1001271153,991886381,1004317113
518,1,INSIDE,-96.8628,41.9628,-96.8619,41.9662,-96.8603,42.0905,4.93567e-05,991865952,1001271153,991875981,1001353426,991895710,1004317328
519,1,INSIDE,-96.8619,41.9662,-96.8565,41.9883,-96.8552,42.0904,0.000260857,991875981,1001353426,991940292,1001881023,991955721,1004316946
520,1,INSIDE,-96.8565,41.9883,-96.8545,41.9967,-96.8533,42.0904,9.0637e-05,991940292,1001881023,991964604,1002080479,991978496,1004316946
521,1,INSIDE,-96.8545,41.9967,-96.8543,41.9976,-96.8531,42.0904,1.00948e-05,991964604,1002080479,991967339,1002102916,991981061,1004316946
522,1,INSIDE,-96.8543,41.9976,-96.8484,42.0216,-96.8476,42.0904,0.000191244,991967339,1002102916,992036971,1002674157,992046571,1004316636
523,1,INSIDE,-96.8484,42.0216,-96.8465,42.0293,-96.8458,42.0904,5.45979e-05,992036971,1002674157,992059325,1002857545,992067688,1004316731
524,1,INSIDE,-96.8443,42.0385,-96.8434,42.0421,-96.8429,42.0904,2.01788e-05,992086069,1003076952,992096500,1003162521,992102895,1004316445
525,1,INSIDE,-96.8434,42.0421,-96.8425,42.0459,-96.842,42.0904,1.99726e-05,992096500,1003162521,992107712,1003254506,992113537,1004316445
526,1,INSIDE,-96.8425,42.0459,-96.8397,42.0574,-96.8393,42.0904,4.43335e-05,992107712,1003254506,992141259,1003529717,992145439,1004316421
527,1,INSIDE,-96.8397,42.0574,-96.8369,42.0691,-96.8366,42.0904,2.89502e-05,992141259,1003529717,992175019,1003806679,992177639,1004316397
528,1,INSIDE,-96.8369,42.0691,-96.8365,42.0705,-96.8363,42.0904,3.46682e-06,992175019,1003806679,992179364,1003842326,992181791,1004316493
529,1,INSIDE,-96.8365,42.0705,-96.8363,42.0713,-96.8361,42.0904,1.76005e-06,992179364,1003842326,992181661,1003861168,992183986,1004316541
530,1,INSIDE,-96.8363,42.0713,-96.8349,42.0769,-96.8348,42.0904,8.8211e-06,992181661,1003861168,992197939,1003994712,992199555,1004316493
531,2,OUTSIDE,-96.7566,49.8803,-96.8316,42.0904,-96.7629,42.3725,0.25729,993133011,1190190821,992237148,1004316373,993057688,1011047914
532,1,INSIDE,-96.5625,41.7643,-96.554,41.819,-96.5542,41.8192,5.91687e-06,995448700,996535797,995549150,997841102,995546944,997845964
533,1,INSIDE,-96.5625,41.7643,-96.5548,41.8198,-96.5548,41.8199,1.15106e-06,995448700,996535797,995540423,997860333,995539993,997861279
534,1,INSIDE,-96.5625,41.7643,-96.5548,41.8199,-96.5549,41.82,2.58394e-06,995448700,996535797,995539993,997861279,995539030,997863402
535,1,INSIDE,-96.5625,41.7643,-96.5549,41.82,-96.555,41.8201,3.39235e-06,995448700,996535797,995539030,997863402,995537765,997866190
536,2,OUTSIDE,-96.5531,41.818,-96.5491,41.8409,-96.5553,41.847,8.29168e-05,995560436,997816234,995608201,998363604,995534486,998507198
537,2,OUTSIDE,-96.5531,41.818,-96.5553,41.847,-96.5553,41.847,1.04898e-06,995560436,997816234,995534486,998507198,995533553,998509015
538,2,OUTSIDE,-96.5531,41.818,-96.5553,41.847,-96.5556,41.8473,3.13865e-06,995560436,997816234,995533553,998509015,995530763,998514451
539,1,INSIDE,-96.5542,41.7919,-96.5576,41.7574,-96.5561,41.7716,1.02579e-06,995547116,997192584,995507120,996369816,995524370,996710072
540,2,OUTSIDE,-96.5542,41.7919,-96.5561,41.7716,-96.554,41.7926,1.50685e-06,995547116,997192584,995524370,996710072,995549710,997209896
541,1,INSIDE,-96.5576,41.7574,-96.5542,41.7919,-96.5544,41.7911,2.78679e-06,995507120,996369816,995547116,997192584,995544262,997173535
542,1,INSIDE,-96.5546,41.7904,-96.5548,41.7898,-96.5561,41.7743,1.04604e-06,995541877,997157619,995539628,997142613,995524139,996774402
543,1,INSIDE,-96.5546,41.7904,-96.5561,41.7743,-96.5576,41.7574,1.14937e-06,995541877,997157619,995524139,996774402,995507120,996369816
544,1,INSIDE,-96.5576,41.7574,-96.5548,41.7898,-96.555,41.7891,2.41726e-06,995507120,996369816,995539628,997142613,995537152,997126089
545,1,INSIDE,-96.5625,41.7643,-96.5535,41.7973,-96.5534,41.7982,2.28082e-06,995448700,996535797,995555471,997323525,995556456,997342954
546,1,INSIDE,-96.5532,41.8005,-96.5595,41.7764,-96.5625,41.7643,1.47382e-06,995559244,997397948,995484533,996822858,995448700,996535797
547,2,OUTSIDE,-96.5556,41.7648,-96.5522,41.7498,-96.5515,41.7488,3.49391e-06,995530678,996547328,995570791,996188917,995578929,996165796
548,2,OUTSIDE,-96.5556,41.7648,-96.5515,41.7488,-96.5513,41.7485,1.02279e-06,995530678,996547328,995578929,996165796,995581311,996159028
549,2,OUTSIDE,-96.5465,41.7417,-96.5556,41.7648,-96.5552,41.7635,1.64881e-06,995638753,995995827,995530678,996547328,995535296,996515074
550,2,OUTSIDE,-96.5465,41.7417,-96.5552,41.7635,-96.5506,41.7475,1.94174e-05,995638753,995995827,995535296,996515074,995589687,996135232
551,2,OUTSIDE,-96.5491,41.8409,-96.5567,41.7657,-96.5566,41.7661,2.99851e-06,995608201,998363604,995517210,996568841,995518615,996577789
552,2,OUTSIDE,-96.5491,41.8409,-96.5566,41.7661,-96.5565,41.7664,2.3772e-06,995608201,998363604,995518615,996577789,995519729,996584882
553,2,OUTSIDE,-96.5491,41.8409,-96.5565,41.7664,-96.5564,41.7666,1.56674e-06,995608201,998363604,995519729,996584882,995520463,996589558
554,2,OUTSIDE,-96.5552,41.7705,-96.5491,41.8409,-96.5533,41.7972,1.43744e-05,995535220,996683552,995608201,998363604,995557999,997320061
555,2,OUTSIDE,-96.5552,41.7705,-96.5479,41.7939,-96.5485,41.8181,9.59211e-05,995535220,996683552,995622690,997240667,995615246,997817605
556,2,OUTSIDE,-96.55,41.8774,-96.5568,41.8802,-96.5568,41.8799,1.09216e-06,995596969,999234045,995515927,999301383,995516749,999293028
557,2,OUTSIDE,-96.55,41.8774,-96.5565,41.8788,-96.5564,41.878,2.26047e-06,995596969,999234045,995519364,999266449,995521066,999249154
558,2,OUTSIDE,-96.55,41.8774,-96.5564,41.878,-96.5561,41.8768,3.86197e-06,995596969,999234045,995521066,999249154,995523973,999219607
559,2,OUTSIDE,-96.55,41.8774,-96.5561,41.8768,-96.556,41.8759,2.81998e-06,995596969,999234045,995523973,999219607,995526096,999198032
560,1,INSIDE,-96.5574,41.8834,-96.5553,41.8469,-96.5551,41.8468,2.97352e-06,995508501,999376853,995534549,998507076,995536616,998503050
561,1,INSIDE,-96.5574,41.8834,-96.5551,41.8468,-96.555,41.8467,1.84312e-06,995508501,999376853,995536616,998503050,995537897,998500554
562,1,INSIDE,-96.5574,41.8834,-96.555,41.8467,-96.5547,41.8464,4.52962e-06,995508501,999376853,995537897,998500554,995541046,998494420
563,2,OUTSIDE,-96.5547,41.8464,-96.5545,41.8462,-96.5553,41.856,1.05015e-06,995541046,998494420,995543823,998489011,995534538,998722393
564,1,INSIDE,-96.5547,41.8464,-96.5553,41.856,-96.5574,41.8834,2.94487e-06,995541046,998494420,995534538,998722393,995508501,999376853
565,2,OUTSIDE,-96.5505,41.8975,-96.5556,41.8876,-96.5554,41.8873,1.83847e-06,995590779,999713835,995530465,999477089,995532755,999468722
566,2,OUTSIDE,-96.5505,41.8975,-96.5554,41.8873,-96.5553,41.887,1.44184e-06,995590779,999713835,995532755,999468722,995534550,999462159
567,2,OUTSIDE,-96.5505,41.8975,-96.5554,41.9272,-96.5559,41.9284,3.88708e-06,995590779,999713835,995532516,1000422313,995527086,1000450354
568,1,INSIDE,-96.5559,41.9284,-96.5564,41.9297,-96.5534,41.9134,2.23787e-06,995527086,1000450354,995520915,1000482222,995556308,1000092955
569,2,OUTSIDE,-96.5559,41.9284,-96.5534,41.9134,-96.5505,41.8975,2.17954e-06,995527086,1000450354,995556308,1000092955,995590779,999713835
570,2,OUTSIDE,-96.5511,41.918,-96.5553,41.9269,-96.551,41.9158,4.41263e-06,995584467,1000202998,995533852,1000415410,995585144,1000150520
571,1,INSIDE,-96.7631,42.0494,-96.554,41.9,-96.5541,41.9006,5.58162e-05,993054446,1003338250,995549085,999773415,995548004,999787698
572,1,INSIDE,-96.7631,42.0494,-96.5541,41.9006,-96.5543,41.9015,7.99219e-05,993054446,1003338250,995548004,999787698,995546457,999808150
573,1,INSIDE,-96.7631,42.0494,-96.5543,41.9015,-96.5544,41.9021,5.69619e-05,993054446,1003338250,995546457,999808150,995545354,999822726
574,1,INSIDE,-96.7631,42.0494,-96.5551,41.9072,-96.5551,41.9072,2.39279e-06,993054446,1003338250,995536154,999944312,995536108,999944924
575,1,INSIDE,-96.7631,42.0494,-96.5551,41.9072,-96.5552,41.9074,1.75791e-05,993054446,1003338250,995536108,999944924,995535767,999949423
576,1,INSIDE,-96.7631,42.0494,-96.5552,41.9074,-96.5552,41.9075,6.03195e-06,993054446,1003338250,995535767,999949423,995535651,999950966
577,1,INSIDE,-96.5599,41.9388,-96.5535,41.8996,-96.5533,41.8995,3.04553e-06,995479123,1000698052,995555712,999763945,995557814,999760940
578,2,OUTSIDE,-96.5561,41.9548,-96.5534,41.956,-96.5521,41.958,1.8561e-06,995524071,1001080834,995556351,1001109510,995572166,1001156295
579,2,OUTSIDE,-96.5521,41.958,-96.5557,41.9527,-96.5554,41.9516,2.64718e-06,995572166,1001156295,995529715,1001030714,995532715,1001004083
580,1,INSIDE,-96.5577,41.9794,-96.5571,41.9771,-96.5551,41.9773,2.49184e-06,995505060,1001668284,995512456,1001611853,995536718,1001618564
581,1,INSIDE,-96.5526,41.9777,-96.5571,41.9771,-96.557,41.9765,1.21885e-06,995566097,1001626691,995512456,1001611853,995514093,1001599369
582,2,OUTSIDE,-96.5526,41.9777,-96.5559,41.9726,-96.5558,41.972,1.38234e-06,995566097,1001626691,995526434,1001505207,995528290,1001491048
583,1,INSIDE,-96.5521,41.958,-96.5609,41.9805,-96.561,41.9805,1.23297e-06,995572166,1001156295,995467724,1001693727,995466218,1001694753
584,1,INSIDE,-96.5529,41.9903,-96.5669,41.9939,-96.5666,41.9935,2.14668e-06,995562213,1001927637,995395303,1002014201,995399487,1002004709
585,1,INSIDE,-96.5628,41.9892,-96.5589,41.9849,-96.5551,41.9884,1.51813e-05,995444557,1001902449,995490573,1001798046,995536636,1001881370
586,1,INSIDE,-96.5526,41.9777,-96.5673,41.9943,-96.5675,41.9944,1.23665e-06,995566097,1001626691,995391012,1002023937,995388655,1002025263
587,1,INSIDE,-96.5526,41.9777,-96.5838,41.999,-96.5857,41.9995,1.16934e-05,995566097,1001626691,995194050,1002134728,995171766,1002147263
588,2,OUTSIDE,-96.5549,42.0158,-96.5529,41.9903,-96.5535,42.0102,1.28053e-05,995539011,1002536394,995562213,1001927637,995556084,1002402666
589,2,OUTSIDE,-96.5549,42.0158,-96.5535,42.0102,-96.5536,42.0156,3.47079e-06,995539011,1002536394,995556084,1002402666,995554423,1002531420
590,2,OUTSIDE,-96.5549,42.0158,-96.5541,41.9973,-96.5529,41.9903,8.13925e-06,995539011,1002536394,995548199,1002095608,995562213,1001927637
591,1,INSIDE,-96.7631,42.0494,-96.5552,41.9909,-96.5552,41.991,1.66363e-06,993054446,1003338250,995535320,1001942764,995535274,1001943172
592,1,INSIDE,-96.5611,42.0168,-96.5552,41.9909,-96.5551,41.9909,1.32933e-06,995465406,1002560149,995535320,1001942764,995536629,1001942028
593,1,INSIDE,-96.5611,42.0168,-96.5551,41.9909,-96.5549,41.9909,1.96777e-06,995465406,1002560149,995536629,1001942028,995538567,1001940938
594,1,INSIDE,-96.5611,42.0168,-96.5548,41.9908,-96.5543,41.9907,6.45619e-06,995465406,1002560149,995539564,1001940377,995545922,1001936800
595,1,INSIDE,-96.5543,42.0443,-96.5566,42.0492,-96.5579,42.0509,1.30017e-06,995545578,1003216843,995518641,1003333171,995502867,1003373809
596,2,OUTSIDE,-96.5544,42.0464,-96.5545,42.0509,-96.5554,42.0509,2.01929e-06,995544952,1003265386,995543545,1003374399,995533001,1003374246
597,1,INSIDE,-96.7631,42.0494,-96.5549,42.0158,-96.5549,42.0159,6.56119e-06,993054446,1003338250,995539378,1002536275,995539312,1002537800
598,2,OUTSIDE,-96.5549,42.0158,-96.5541,42.0157,-96.5551,42.0253,3.64953e-06,995539378,1002536275,995548579,1002533306,995536076,1002763188
599,1,INSIDE,-96.5549,42.0158,-96.5551,42.0253,-96.5579,42.0509,9.69402e-06,995539378,1002536275,995536076,1002763188,995502867,1003373809
600,1,INSIDE,-96.5579,42.0509,-96.5541,42.0157,-96.554,42.0157,1.27773e-06,995502867,1003373809,995548579,1002533306,995549460,1002533022
601,1,INSIDE,-96.5536,42.0156,-96.5579,42.0509,-96.5553,42.0288,1.72208e-06,995554423,1002531420,995502867,1003373809,995534064,1002845046
602,2,OUTSIDE,-96.5536,42.0156,-96.5553,42.0288,-96.5538,42.0156,1.01944e-06,995554423,1002531420,995534064,1002845046,995552532,1002532030
603,2,OUTSIDE,-96.5556,42.0616,-96.5545,42.0509,-96.5546,42.0552,1.73114e-06,995530473,1003628211,995543545,1003374399,995542247,1003474999
604,2,OUTSIDE,-96.5556,42.0616,-96.5546,42.0552,-96.5547,42.0586,1.42014e-06,995530473,1003628211,995542247,1003474999,995541183,1003557526
605,2,OUTSIDE,-96.5547,42.0586,-96.5549,42.0668,-96.5554,42.0634,2.19081e-06,995541183,1003557526,995538658,1003753214,995533333,1003671890
606,2,OUTSIDE,-96.5547,42.0586,-96.5554,42.0634,-96.5556,42.0616,1.17665e-06,995541183,1003557526,995533333,1003671890,995530473,1003628211
607,1,INSIDE,-96.5545,42.0509,-96.5561,42.0667,-96.5564,42.0667,1.95497e-06,995543545,1003374399,995524160,1003750793,995521228,1003750303
608,1,INSIDE,-96.5545,42.0509,-96.5564,42.0667,-96.5565,42.0667,1.09626e-06,995543545,1003374399,995521228,1003750303,995519584,1003750028
609,1,INSIDE,-96.5545,42.0509,-96.5565,42.0667,-96.5567,42.0667,1.49397e-06,995543545,1003374399,995519584,1003750028,995517343,1003749654
610,1,INSIDE,-96.5545,42.0509,-96.5716,42.0654,-96.5721,42.0654,4.26556e-06,995543545,1003374399,995340092,1003720046,995333695,1003718977
611,1,INSIDE,-96.5554,42.085,-96.5563,42.0667,-96.556,42.0667,2.67353e-06,995533071,1004186190,995521893,1003750414,995525401,1003751000
612,1,INSIDE,-96.5554,42.085,-96.556,42.0667,-96.5558,42.0667,2.39389e-06,995533071,1004186190,995525401,1003751000,995528542,1003751525
613,1,INSIDE,-96.568,42.0828,-96.5554,42.085,-96.5554,42.0864,9.01521e-06,995381983,1004134503,995533071,1004186190,995532634,1004220013
614,1,INSIDE,-96.568,42.0828,-96.5554,42.0864,-96.5554,42.0875,6.93785e-06,995381983,1004134503,995532634,1004220013,995532298,1004246042
615,1,INSIDE,-96.568,42.0828,-96.5554,42.0875,-96.5555,42.0882,4.46046e-06,995381983,1004134503,995532298,1004246042,995532083,1004262776
616,2,OUTSIDE,-96.5557,42.0957,-96.5612,42.09,-96.5606,42.09,1.53829e-06,995529752,1004443387,995464097,1004306147,995470449,1004306085
617,2,OUTSIDE,-96.5568,42.1405,-96.6033,42.1199,-96.6469,42.0901,0.000246912,995515979,1005510827,994960813,1005020832,994441123,1004308929
618,2,OUTSIDE,-96.6033,42.1199,-96.608,42.1179,-96.6476,42.0901,2.40456e-05,994960813,1005020832,994905044,1004971609,994432437,1004309000
619,2,OUTSIDE,-96.608,42.1179,-96.6113,42.1164,-96.6482,42.0901,1.64111e-05,994905044,1004971609,994866059,1004937200,994425935,1004309072
620,2,OUTSIDE,-96.6113,42.1164,-96.6273,42.1093,-96.6514,42.0901,6.90223e-05,994866059,1004937200,994674532,1004768156,994387316,1004309478
621,2,OUTSIDE,-96.6273,42.1093,-96.6351,42.1059,-96.6535,42.0901,2.99379e-05,994674532,1004768156,994581968,1004686458,994363050,1004309096
622,2,OUTSIDE,-96.6351,42.1059,-96.6424,42.1027,-96.6557,42.0901,2.43683e-05,994581968,1004686458,994495467,1004610111,994336409,1004309335
623,2,OUTSIDE,-96.6424,42.1027,-96.647,42.1007,-96.6574,42.0901,1.39317e-05,994495467,1004610111,994439973,1004561132,994316306,1004309048
624,2,OUTSIDE,-96.6485,42.1,-96.6511,42.0989,-96.659,42.0901,6.80498e-06,994422234,1004545476,994391355,1004518221,994296704,1004309215
625,2,OUTSIDE,-96.6511,42.0989,-96.6543,42.0975,-96.6604,42.0901,7.34286e-06,994391355,1004518221,994353430,1004484748,994279799,1004309525
626,2,OUTSIDE,-96.6543,42.0975,-96.6587,42.0955,-96.6627,42.0901,8.0373e-06,994353430,1004484748,994300765,1004438266,994253158,1004309358
627,2,OUTSIDE,-96.6587,42.0955,-96.6628,42.0937,-96.665,42.0901,5.3048e-06,994300765,1004438266,994251745,1004395000,994224871,1004309669
628,2,OUTSIDE,-96.6628,42.0937,-96.6688,42.091,-96.6692,42.0901,2.24432e-06,994251745,1004395000,994179413,1004331159,994174620,1004309263
629,1,INSIDE,-96.6788,42.0682,-96.6701,42.0905,-96.6707,42.0902,5.46183e-06,994060379,1003787364,994164289,1004317810,994157201,1004311555
630,2,OUTSIDE,-96.5568,42.1405,-96.5761,42.1291,-96.6182,42.0901,0.000135028,995515979,1005510827,995286319,1005238904,994783217,1004308476
631,2,OUTSIDE,-96.5761,42.1291,-96.5939,42.1185,-96.62,42.0901,0.000115961,995286319,1005238904,995072977,1004986302,994761825,1004308428
632,2,OUTSIDE,-96.5939,42.1185,-96.602,42.1137,-96.6212,42.0901,4.95824e-05,995072977,1004986302,994976587,1004872175,994747950,1004308595
633,2,OUTSIDE,-96.602,42.1137,-96.605,42.112,-96.6217,42.0901,1.75398e-05,994976587,1004872175,994941628,1004830782,994741914,1004308666
634,2,OUTSIDE,-96.605,42.112,-96.6087,42.1097,-96.6224,42.0901,2.18535e-05,994941628,1004830782,994896368,1004777194,994733180,1004309072
635,2,OUTSIDE,-96.6087,42.1097,-96.6116,42.108,-96.6231,42.0901,1.60446e-05,994896368,1004777194,994862013,1004736517,994725473,1004308953
636,2,OUTSIDE,-96.6116,42.108,-96.6147,42.1062,-96.6238,42.0901,1.64291e-05,994862013,1004736517,994825321,1004693072,994716227,1004308977
637,2,OUTSIDE,-96.6186,42.1039,-96.6233,42.1011,-96.6267,42.0901,2.1154e-05,994778300,1004637399,994722204,1004570979,994681951,1004308619
638,2,OUTSIDE,-96.6233,42.1011,-96.6277,42.0985,-96.6288,42.0901,1.7096e-05,994722204,1004570979,994669974,1004509138,994657732,1004308285
639,2,OUTSIDE,-96.6277,42.0985,-96.6313,42.0964,-96.6309,42.0901,1.16925e-05,994669974,1004509138,994627387,1004458714,994632642,1004308619
640,2,OUTSIDE,-96.6313,42.0964,-96.6343,42.0946,-96.633,42.0901,7.82873e-06,994627387,1004458714,994591866,1004416657,994606479,1004308476
641,2,OUTSIDE,-96.6343,42.0946,-96.6371,42.0929,-96.6357,42.0901,5.23488e-06,994591866,1004416657,994558100,1004376676,994575328,1004308810
642,2,OUTSIDE,-96.6371,42.0929,-96.6379,42.0925,-96.6365,42.0901,1.29902e-06,994558100,1004376676,994548353,1004365136,994564889,1004308833
643,2,OUTSIDE,-96.6379,42.0925,-96.6392,42.0917,-96.638,42.0901,1.43223e-06,994548353,1004365136,994533618,1004347689,994547578,1004308881
644,2,OUTSIDE,-96.5568,42.1405,-96.5748,42.1254,-96.6019,42.09,0.00011373,995515979,1005510827,995301341,1005151399,994977516,1004307449
645,2,OUTSIDE,-96.5748,42.1254,-96.5766,42.1239,-96.602,42.09,1.12534e-05,995301341,1005151399,995279974,1005115617,994976443,1004307473
646,2,OUTSIDE,-96.5748,42.1254,-96.602,42.09,-96.6062,42.0844,1.85908e-06,995301341,1005151399,994976443,1004307473,994926299,1004173967
647,2,OUTSIDE,-96.5766,42.1239,-96.5974,42.1065,-96.604,42.0901,0.000113517,995279974,1005115617,995031755,1004699955,994953166,1004307974
648,2,OUTSIDE,-96.5974,42.1065,-96.602,42.1026,-96.6049,42.0901,2.34854e-05,995031755,1004699955,994976329,1004607139,994941785,1004308046
649,2,OUTSIDE,-96.602,42.1026,-96.6036,42.1013,-96.6054,42.0901,7.73937e-06,994976329,1004607139,994957401,1004575442,994936678,1004307951
650,2,OUTSIDE,-96.6036,42.1013,-96.6053,42.0999,-96.6059,42.09,7.59667e-06,994957401,1004575442,994937983,1004542925,994930534,1004307712
651,2,OUTSIDE,-96.6053,42.0999,-96.6072,42.0983,-96.6066,42.0901,8.46582e-06,994937983,1004542925,994914737,1004503998,994921598,1004308141
652,2,OUTSIDE,-96.6111,42.095,-96.6066,42.09,-96.6072,42.0983,1.70874e-05,994868168,1004426013,994921650,1004306669,994914737,1004503998
653,2,OUTSIDE,-96.6111,42.095,-96.6117,42.0945,-96.6093,42.0901,1.85564e-06,994868168,1004426013,994861351,1004414598,994890161,1004307855
654,2,OUTSIDE,-96.6117,42.0945,-96.612,42.0943,-96.6095,42.0901,1.00616e-06,994861351,1004414598,994857528,1004408197,994887024,1004307736
655,1,INSIDE,-96.6117,42.0945,-96.6095,42.0901,-96.6062,42.0844,1.33976e-06,994861351,1004414598,994887024,1004307736,994926299,1004173967
656,2,OUTSIDE,-96.612,42.0943,-96.6129,42.0935,-96.6104,42.0901,2.59401e-06,994857528,1004408197,994846340,1004389461,994876549,1004308046
657,2,OUTSIDE,-96.6129,42.0935,-96.6139,42.0927,-96.6114,42.0901,2.1331e-06,994846340,1004389461,994835476,1004371269,994864535,1004308141
658,2,OUTSIDE,-96.6139,42.0927,-96.6145,42.0922,-96.6123,42.0901,1.30475e-06,994835476,1004371269,994827651,1004358165,994854454,1004308118
659,2,OUTSIDE,-96.6145,42.0922,-96.6154,42.0914,-96.6137,42.0901,1.27602e-06,994827651,1004358165,994816701,1004339828,994837512,1004308332
660,1,INSIDE,-96.6162,42.0908,-96.6062,42.0844,-96.6137,42.0901,4.34347e-06,994807964,1004325197,994926299,1004173967,994837512,1004308332
661,2,OUTSIDE,-96.6162,42.0908,-96.6137,42.0901,-96.6154,42.0914,1.01812e-06,994807964,1004325197,994837512,1004308332,994816701,1004339828
662,1,INSIDE,-96.6062,42.0844,-96.6162,42.0908,-96.6167,42.0903,3.89286e-06,994926299,1004173967,994807964,1004325197,994801620,1004314575
663,1,INSIDE,-96.6062,42.0844,-96.6054,42.0846,-96.6007,42.09,1.86411e-06,994926299,1004173967,994936497,1004178520,994992668,1004307664
664,1,INSIDE,-96.6054,42.0846,-96.6005,42.0857,-96.597,42.09,8.68844e-06,994936497,1004178520,994994906,1004204597,995036011,1004307640
665,1,INSIDE,-96.6005,42.0857,-96.599,42.0861,-96.5959,42.09,2.50198e-06,994994906,1004204597,995013117,1004212728,995049755,1004307306
666,1,INSIDE,-96.599,42.0861,-96.597,42.0865,-96.5944,42.09,2.91892e-06,995013117,1004212728,995036810,1004223306,995068116,1004307426
667,1,INSIDE,-96.5966,42.0866,-96.5957,42.0868,-96.5933,42.09,1.2133e-06,995041693,1004225486,995052384,1004230259,995080285,1004307330
668,1,INSIDE,-96.5957,42.0868,-96.5945,42.0871,-96.5924,42.09,1.47612e-06,995052384,1004230259,995066483,1004236554,995091440,1004307306
669,2,OUTSIDE,-96.5568,42.1405,-96.5935,42.0873,-96.5932,42.0874,8.13785e-06,995515979,1005510827,995078163,1004241768,995082478,1004243695
670,1,INSIDE,-96.5932,42.0874,-96.5916,42.0877,-96.59,42.09,1.56088e-06,995082478,1004243695,995101398,1004252142,995119537,1004307211
671,1,INSIDE,-96.5913,42.0878,-96.5895,42.0882,-96.5883,42.09,1.47562e-06,995104384,1004253475,995126541,1004263368,995140296,1004307426
672,1,INSIDE,-96.5895,42.0882,-96.5873,42.0887,-96.5865,42.09,1.27293e-06,995126541,1004263368,995152100,1004274779,995161711,1004307426
673,2,OUTSIDE,-96.5568,42.1405,-96.583,42.0896,-96.582,42.0899,2.2024e-05,995515979,1005510827,995204028,1004297963,995215708,1004303178
674,1,INSIDE,-96.7631,42.0722,-96.7572,42.0742,-96.7403,42.0902,3.07169e-05,993054675,1003882785,993124866,1003929214,993326758,1004311911
675,1,INSIDE,-96.7572,42.0742,-96.7538,42.0753,-96.7383,42.0902,1.65851e-05,993124866,1003929214,993165370,1003956005,993351024,1004311935
676,1,INSIDE,-96.7538,42.0753,-96.743,42.0789,-96.7316,42.0902,4.08375e-05,993165687,1003956215,993294398,1004041352,993430231,1004311840
677,1,INSIDE,-96.743,42.0789,-96.7396,42.08,-96.7295,42.0902,1.17918e-05,993294398,1004041352,993335548,1004068570,993455917,1004311339
678,1,INSIDE,-96.7396,42.08,-96.7385,42.0804,-96.7288,42.0902,3.41465e-06,993335548,1004068570,993347862,1004076716,993463672,1004311196
679,1,INSIDE,-96.7385,42.0804,-96.7365,42.081,-96.7275,42.0902,6.30349e-06,993347862,1004076716,993372169,1004092793,993479241,1004311267
